OBJECTID;LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
209740;11;11;11200513;2021;2;9;5;3;5;2;0;1;1;0;0;0;0;0;804651,6174;5831122,254;13,49365064;52,54475366
209739;11;8;8401246;2021;1;19;6;3;2;2;2;1;1;0;0;0;0;0;806252,6903;5816381,531;13,50365008;52,41174444
209738;11;1;1100310;2021;3;8;4;3;5;2;0;1;1;0;0;0;0;0;799520,4515;5827576,339;13,41501698;52,51581521
209737;11;3;3100102;2021;3;15;5;3;2;6;0;0;1;0;0;0;1;1;804820,219;5841401,754;13,50558781;52,63678737
209736;11;1;1100416;2021;3;10;2;3;5;2;0;1;1;0;0;0;0;0;798236,8778;5829639,627;13,39800787;52,53501324
209735;11;12;12200412;2021;2;15;3;3;2;6;0;0;1;0;0;0;0;1;790713,6828;5834288,247;13,29147988;52,58075276
209734;11;2;2300315;2021;1;1;1;3;5;2;2;1;1;0;0;0;0;0;800439,8276;5825768,848;13,42689368;52,49910842
209733;11;9;9300922;2021;3;10;3;2;6;4;0;0;1;1;0;0;0;0;807795,7625;5815891,717;13,52581508;52,40648924
209732;11;6;6300524;2021;1;11;2;3;5;3;0;0;1;0;1;0;0;1;789089,7571;5817206,494;13,25274746;52,42847458
209731;11;2;2300315;2021;2;8;4;3;0;1;0;0;0;0;1;0;0;1;800999,7732;5825898,057;13,43523426;52,499958
209730;11;3;3200310;2021;3;9;6;3;5;3;0;1;1;0;0;0;0;0;799648,6775;5837836,127;13,42616567;52,60770652
209729;11;8;8100206;2021;2;12;4;3;2;6;0;0;1;0;0;0;1;1;800356,3648;5824307,212;13,42435025;52,48605316
209728;11;5;5200422;2021;2;8;6;3;5;3;0;0;1;0;0;0;0;1;780098,9814;5828715,71;13,13053505;52,53635399
209727;11;12;12200412;2021;1;9;2;3;6;4;0;0;1;1;0;0;0;1;789703,626;5833671,205;13,27607553;52,5757597
209726;11;10;10400941;2021;3;9;5;3;5;3;0;0;1;0;0;0;0;0;813897,9818;5825571,279;13,62432285;52,48976432
209725;11;3;3601245;2021;3;14;6;3;0;3;0;0;1;0;0;0;1;0;800488,5264;5831485,796;13,43277456;52,55032415
209724;11;7;7400823;2021;3;11;2;3;3;6;0;0;1;0;0;0;0;0;797282,2648;5821117,838;13,37636961;52,45914619
209723;11;4;4501152;2021;1;17;2;2;5;3;2;1;1;0;0;0;0;1;793976,0301;5824703,998;13,33101064;52,49308304
209722;11;6;6400737;2021;1;14;4;2;6;4;0;1;0;1;0;0;0;0;785395,048;5817640,677;13,19892533;52,43430747
209721;11;4;4200309;2021;2;16;2;3;5;2;0;0;1;0;0;0;0;0;788991,2547;5826717,527;13,25954228;52,51379712
209720;11;12;12601235;2021;2;6;3;3;2;6;1;0;1;0;0;0;1;1;795253,0488;5836361,584;13,3601279;52,59689406
209719;11;7;7400721;2021;3;16;3;3;2;6;1;1;0;0;0;0;0;0;798754,3266;5823945,35;13,40050318;52,48368851
209718;11;12;12200308;2021;1;13;5;3;5;3;0;0;1;0;0;0;0;1;792855,1598;5833651,921;13,32243252;52,57390007
209717;11;8;8100417;2021;2;15;4;3;1;5;0;0;1;0;0;0;0;1;801842,7619;5822693,185;13,44471301;52,47076669
209716;11;5;5200420;2021;3;7;6;3;5;2;0;1;1;0;0;0;0;0;783439,013;5828262,684;13,17926155;52,53056516
209715;11;8;8100209;2021;2;7;4;3;5;2;0;1;1;0;0;0;0;0;801751,1856;5822053,599;13,44279053;52,46508455
209714;11;2;2200210;2021;1;9;3;3;0;6;0;0;0;0;1;0;1;1;798894,7555;5825094,57;13,40359571;52,49391287
209713;11;9;9401534;2021;3;13;6;3;5;3;0;1;0;0;0;1;0;1;810882,4842;5820325,394;13,57516629;52,44447864
209712;11;3;3500932;2021;3;9;7;3;5;2;0;0;1;0;0;0;0;1;802070,1123;5832773,356;13,45720106;52,56098969
209711;11;9;9100304;2021;3;8;2;2;5;2;0;0;1;0;1;0;0;0;804817,8778;5822548,507;13,48824491;52,46781812
209710;11;12;12200412;2021;1;7;5;3;1;5;2;0;0;0;0;0;1;1;788619,3377;5833032,771;13,25956374;52,57061214
209709;11;4;4400831;2021;1;11;1;3;3;6;0;1;1;0;0;0;0;1;790897,8661;5822651,638;13,28400885;52,47633273
209708;11;10;10300732;2021;2;9;2;3;2;6;0;0;1;0;0;0;0;0;809657,6285;5827937,746;13,56427142;52,51339347
209707;11;12;12400721;2021;3;11;2;3;2;6;0;0;1;0;0;0;0;0;790148,1253;5842633,022;13,29047784;52,6558642
209706;11;9;9100408;2021;1;8;4;3;5;3;0;1;1;0;0;0;0;1;806472,1972;5820681,444;13,51080798;52,45015936
209705;11;6;6200421;2021;2;12;3;3;3;6;0;0;1;0;0;0;0;2;793165,0357;5817673,243;13,31292421;52,4304904
209704;11;6;6400737;2021;2;17;5;3;5;2;1;1;1;0;0;0;0;0;785009,884;5817562,17;13,1932081;52,43380439
209703;11;5;5400943;2021;1;16;3;2;9;1;2;0;1;0;0;0;0;1;779668,8534;5821369,593;13,11803918;52,47070286
209702;11;6;6100209;2021;3;7;4;3;4;2;0;1;1;0;0;0;0;0;794411,928;5821494,615;13,33457892;52,46407769
209701;11;2;2300417;2021;1;9;7;3;2;3;0;1;1;0;0;0;0;2;800118,0181;5825729,461;13,42213177;52,49893244
209700;11;8;8200623;2021;1;17;3;3;6;2;2;0;1;1;0;0;0;1;802699,584;5820776,2;13,45555013;52,45311058
209699;11;3;3701657;2021;1;9;3;3;5;3;0;0;1;0;0;0;0;1;800331,4341;5830180,678;13,42928466;52,53871269
209698;11;6;6200312;2021;2;17;3;3;0;1;2;1;0;0;0;0;0;0;794952,6539;5819243,755;13,34052705;52,44360837
209697;11;4;4501148;2021;3;6;2;2;6;7;1;1;0;1;0;0;0;0;793339,4519;5823207,254;13,32034392;52,48000776
209696;11;11;11501340;2021;3;16;4;3;5;2;0;1;1;0;0;0;0;0;807248,7778;5824232,342;13,52546864;52,48154738
209695;11;7;7601340;2021;2;10;7;3;3;6;0;0;1;0;0;0;0;0;796633,5302;5815845,459;13,36217114;52,41223606
209694;11;9;9200715;2021;2;7;1;3;8;1;1;0;1;0;0;0;0;0;808883,396;5818088,567;13,5437805;52,42556508
209693;11;8;8300935;2021;1;18;7;3;5;3;2;0;1;0;0;0;0;0;802385,4775;5817888,113;13,44832878;52,42739803
209692;11;8;8401243;2021;2;15;2;3;5;3;0;1;1;0;0;0;0;0;805314,382;5817774,002;13,49116811;52,42474883
209691;11;11;11300725;2021;3;11;6;3;5;2;0;1;0;0;0;0;1;0;805207,0941;5828190,626;13,49912503;52,51816836
209690;11;6;6300634;2021;2;11;5;3;2;6;0;0;1;0;0;0;0;0;792349,9172;5818511,391;13,30170221;52,43844056
209689;11;2;2500831;2021;1;14;7;3;0;1;0;0;0;0;1;0;0;1;802858,6437;5827210,087;13,4637282;52,51068916
209688;11;9;9200715;2021;3;13;5;3;2;6;0;0;1;0;0;0;0;0;809062,306;5818757,131;13,54702114;52,43145573
209687;11;4;4300413;2021;3;10;5;3;0;4;0;0;1;1;0;0;0;1;790849,909;5827169,264;13,28724944;52,51685897
209686;11;9;9100304;2021;3;9;7;2;5;2;0;0;1;0;0;1;0;0;804392,6132;5821739,478;13,48126611;52,4608041
209685;11;8;8300935;2021;2;14;6;3;5;2;0;0;1;0;0;0;0;0;802291,7958;5817835,76;13,44690784;52,42698055
209684;11;1;1100206;2021;1;12;6;3;5;2;0;0;1;0;0;0;0;1;797500,623;5827750,773;13,3854952;52,51848432
209683;11;6;6300632;2021;3;15;3;2;6;4;0;0;1;1;0;0;0;0;792743,6381;5817441,547;13,30654098;52,42863893
209682;11;10;10300733;2021;1;17;2;3;5;3;2;1;1;0;0;0;0;1;809226,2155;5827221,914;13,55726936;52,50722313
209681;11;7;7601341;2021;2;7;4;2;5;2;1;0;1;0;0;0;0;1;797604,6432;5815567,462;13,37615966;52,409217
209680;11;11;11300618;2021;3;12;3;3;5;2;0;1;1;0;0;0;0;0;802392,3577;5829034,957;13,45853716;52,52730404
209679;11;2;2100101;2021;2;17;2;3;2;6;2;0;1;0;0;0;0;2;797775,848;5826012,362;13,38798408;52,50275136
209678;11;12;12100205;2021;2;17;5;3;5;3;1;0;1;0;0;0;0;1;794545,57;5833236,328;13,34693538;52,56926242
209677;11;6;6400844;2021;2;15;6;3;5;3;0;0;1;0;0;0;0;0;790383,9;5820847,656;13,27489258;52,46043319
209676;11;7;7400824;2021;1;6;3;2;6;2;2;0;1;1;0;0;0;0;797847,8894;5821927,196;13,38539211;52,46609323
209675;11;7;7400927;2021;3;16;5;3;5;7;0;0;1;0;1;0;0;1;798824,3206;5821798,431;13,39960743;52,46440586
209674;11;9;9100203;2021;1;12;1;3;5;2;0;0;1;0;0;0;0;1;804104,5389;5823593,452;13,47872895;52,47758122
209673;11;12;12601031;2021;3;21;7;3;5;2;2;0;1;0;0;0;0;1;793790,7666;5836751,974;13,33894766;52,60118559
209672;11;12;12200515;2021;1;17;2;2;6;2;2;0;1;1;0;0;0;1;790036,0214;5835390,623;13,28247168;52,59099715
209671;11;5;5100103;2021;1;14;4;3;2;6;0;0;1;0;0;0;0;1;785207,8382;5831853,419;13,20834999;52,56183662
209670;11;3;3601142;2021;2;14;1;3;5;2;0;1;0;0;0;0;0;0;798645,9137;5830288,552;13,40460365;52,54060595
209669;11;1;1100415;2021;3;17;3;3;6;2;0;0;1;1;0;0;0;0;798303,9994;5829372,735;13,39875499;52,53258418
209668;11;3;3500934;2021;3;7;4;3;5;3;0;1;1;0;0;0;0;0;800866,6484;5832076,302;13,43886951;52,55540821
209667;11;9;9100203;2021;1;10;4;3;5;2;0;0;1;0;0;0;0;1;804297,0855;5824068,557;13,48198885;52,48173221
209666;11;9;9200512;2021;2;14;2;3;2;6;0;0;1;0;0;0;0;2;808473,8715;5821701,616;13,54111179;52,45817644
209665;11;6;6300634;2021;2;23;7;3;2;2;2;0;1;0;0;0;0;0;792940,094;5817755,784;13,30969744;52,43135086
209664;11;2;2200208;2021;1;15;4;2;6;4;1;0;1;1;0;0;0;1;797539,3701;5825014,453;13,383619;52,49393524
209663;11;12;12200414;2021;3;13;4;2;5;3;0;1;0;0;0;0;1;0;791974,7911;5831656,045;13,30772205;52,55648073
209662;11;3;3601244;2021;2;9;2;2;5;3;0;0;1;0;0;0;0;0;800112,9462;5831694,416;13,4274406;52,55240111
209661;11;4;4300619;2021;1;22;4;2;9;1;2;0;1;0;0;0;0;0;792754,4645;5827051,649;13,31513366;52,51478557
209660;11;4;4300413;2021;1;17;5;3;0;1;2;0;0;0;1;0;0;1;790836,202;5827225,407;13,28709709;52,5173696
209659;11;4;4200310;2021;3;11;5;3;2;6;0;0;1;0;0;0;0;0;789612,013;5826505,747;13,26847998;52,5115692
209658;11;10;10100315;2021;2;13;3;3;0;6;0;0;0;0;0;0;1;0;809512,7105;5831408,859;13,56537398;52,54458252
209657;11;3;3500933;2021;3;5;4;3;5;3;2;1;1;0;0;0;0;0;802303,6383;5832631,631;13,46050641;52,55958984
209656;11;7;7400824;2021;3;15;5;3;6;4;0;0;1;1;0;0;0;1;797828,952;5822204,418;13,38536161;52,46858854
209655;11;11;11300722;2021;2;17;2;3;5;2;2;0;1;0;1;0;0;0;804255,106;5827662,994;13,48465588;52,51397133
209654;11;5;5100101;2021;3;15;3;3;6;4;0;0;1;1;0;0;0;0;785174,4265;5833859,713;13,20958367;52,57984219
209653;11;11;11300616;2021;1;16;6;3;1;5;2;1;1;0;0;0;0;1;802819,1604;5829686,554;13,46540278;52,5329073
209652;11;5;5300840;2021;3;8;3;3;5;2;0;0;1;0;0;0;0;0;789196,2757;5829300,288;13,26480126;52,53684355
209651;11;10;10200418;2021;1;19;4;3;5;3;2;1;1;0;0;0;0;1;811149,0515;5830928,109;13,58897617;52,53934242
209650;11;8;8100311;2021;2;19;2;3;0;1;2;0;1;0;0;0;0;2;800964,2642;5824742,893;13,43366915;52,48962354
209649;11;11;11300721;2021;3;14;2;3;2;6;0;0;1;0;0;0;0;0;805182,6741;5829579,173;13,50004045;52,53062678
209648;11;7;7200411;2021;1;19;4;3;5;2;2;1;1;0;0;0;0;1;795953,7127;5824319,655;13,35971421;52,48856903
209647;11;7;7601546;2021;3;7;4;3;5;3;0;1;1;0;0;0;0;0;798917,3931;5813343,962;13,39341777;52,38857064
209646;11;5;5200420;2021;1;19;1;3;2;6;2;0;1;0;0;0;0;1;782927,5584;5828585,116;13,17201644;52,53372191
209645;11;8;8200624;2021;1;21;4;3;0;6;2;0;1;0;0;0;0;0;800851,2172;5820567,692;13,428244;52,45226206
209644;11;7;7400823;2021;1;16;4;3;5;2;2;1;1;0;0;0;0;1;797341,8514;5821933,394;13,37797057;52,46642441
209643;11;1;1300730;2021;2;9;3;3;3;6;0;0;1;0;0;0;0;0;796664,5716;5831988,017;13,37699284;52,55692206
209642;11;5;5200420;2021;3;10;3;3;5;3;0;0;1;0;0;0;1;0;782559,8737;5828523,727;13,16655801;52,53336222
209641;11;10;10100313;2021;3;16;4;2;5;2;0;1;1;0;0;0;0;0;809479,5898;5831403,082;13,56488174;52,54454956
209640;11;4;4501042;2021;2;9;4;3;2;6;0;0;1;0;0;0;1;1;793708,2487;5825478,614;13,32776079;52,50017128
209639;11;1;1300836;2021;3;8;3;3;5;3;0;0;1;0;0;0;0;0;797155,626;5831080,556;13,38340263;52,54852005
209638;11;1;1400942;2021;1;12;6;3;5;3;0;1;1;0;0;0;0;1;795044,7149;5830699,563;13,35202367;52,54625218
209637;11;8;8100417;2021;2;23;4;3;5;2;2;1;1;0;0;0;0;1;802576,7974;5823079,417;13,45583674;52,47382243
209636;11;7;7601544;2021;2;19;5;3;0;3;2;0;1;0;0;0;1;1;799792,5679;5813977,225;13,40680608;52,39376889
209635;11;11;11400927;2021;3;7;6;3;1;5;0;1;1;0;0;0;0;0;803731,268;5826831,31;13,4762013;52,50680913
209634;11;1;1401049;2021;2;5;1;3;9;1;2;0;0;0;0;0;1;0;796060,0402;5831959,174;13,36807606;52,5569925
209633;11;9;9301227;2021;2;17;4;3;0;1;1;1;0;0;0;0;0;0;815363,8902;5814447,422;13,63534654;52,38924104
209632;11;12;12100205;2021;1;16;7;3;5;2;2;0;1;0;0;0;0;1;794839,3814;5833053,04;13,35109497;52,56746034
209631;11;3;3300516;2021;3;8;3;3;6;4;0;0;1;1;0;0;0;0;800786,5185;5833538,155;13,43901626;52,56855523
209630;11;4;4501045;2021;3;7;6;3;2;6;0;0;1;0;1;0;0;1;794223,4799;5825389,686;13,33525052;52,49909654
209629;11;10;10200421;2021;3;11;7;3;6;7;0;0;0;1;0;0;1;0;812132,797;5830835,633;13,60334725;52,53795119
209628;11;10;10200423;2021;2;15;6;3;6;4;0;0;1;1;0;0;0;0;813194,7213;5831259,275;13,61935262;52,54113819
209627;11;5;5100206;2021;1;8;6;3;5;3;1;1;1;0;0;0;0;1;781899,0854;5831952,879;13,1597533;52,56445165
209626;11;4;4300517;2021;1;14;2;2;2;6;0;0;1;0;0;0;0;1;791630,005;5827942,567;13,29939123;52,52337492
209625;11;6;6300528;2021;1;14;3;2;4;6;0;0;1;0;0;0;1;0;790579,5424;5816027,365;13,27357321;52,41711411
209624;11;2;2500833;2021;2;11;7;3;0;3;0;0;1;0;1;0;0;0;802711,9738;5826981,332;13,46136556;52,50872026
209623;11;4;4501042;2021;3;16;3;3;6;7;0;0;1;1;0;0;0;0;793644,1414;5825481,239;13,32682142;52,50022931
209622;11;9;9100409;2021;1;14;3;3;5;2;0;0;1;0;0;0;0;0;806173,0391;5818733,593;13,50463509;52,43286941
209621;11;8;8300934;2021;2;16;3;3;2;2;1;0;1;0;0;0;0;2;803582,034;5818144,418;13,46610578;52,4290327
209620;11;6;6100209;2021;2;12;5;3;5;2;0;0;1;0;1;0;0;0;794414,4436;5821504,932;13,33462495;52,46416882
209619;11;4;4501045;2021;1;11;2;3;5;2;0;1;0;0;0;0;1;1;793913,8103;5825506,457;13,3308049;52,5003102
209618;11;11;11200410;2021;3;7;4;3;6;2;0;0;1;1;0;0;0;0;804972,4448;5833019,739;13,50011;52,56158016
209617;11;6;6300525;2021;1;10;6;3;7;7;0;1;0;0;0;0;0;0;789131,7671;5815311,466;13,25172606;52,41146243
209616;11;3;3300412;2021;3;15;2;3;6;4;0;0;1;1;0;0;0;1;801792,5409;5838286,06;13,45813952;52,61055324
209615;11;6;6100209;2021;1;17;3;3;5;2;2;0;1;0;0;0;0;1;794309,0473;5820843,171;13,33249454;52,45829322
209614;11;1;1100102;2021;1;18;3;3;5;3;2;0;1;0;0;0;0;1;796635,8383;5826669,199;13,37182353;52,5092602
209613;11;8;8200831;2021;2;14;2;3;5;3;0;1;1;0;0;0;0;0;799983,0875;5816612,685;13,41195835;52,41728803
209612;11;5;5100313;2021;3;15;3;3;2;6;0;1;0;0;0;0;1;0;785399,9131;5830327,434;13,2098638;52,54805426
209611;11;6;6200313;2021;3;13;5;3;2;2;0;0;1;0;0;0;0;0;795355,6729;5818450,59;13,34573842;52,43628057
209610;11;12;12200412;2021;2;20;5;3;6;4;2;0;0;1;0;0;1;2;790897,309;5834325,629;13,29421508;52,58098974
209609;11;7;7100102;2021;2;14;6;3;1;5;0;1;1;0;0;0;0;0;794973,8209;5825107,048;13,34602164;52,49615782
209608;11;4;4400835;2021;1;19;3;2;6;4;2;0;1;1;0;0;0;1;792990,832;5822304,401;13,31443203;52,47210109
209607;11;4;4500939;2021;3;13;5;3;0;2;0;1;1;0;0;0;0;0;792028,8895;5824087,505;13,30187217;52,48860152
209606;11;1;1200517;2021;2;14;2;3;2;6;0;0;1;0;0;0;0;0;793860,6703;5830041,275;13,33403063;52,54099098
209605;11;1;1400940;2021;2;11;7;3;0;7;0;0;1;0;0;0;1;1;794727,7519;5831802,833;13,34834231;52,55631369
209604;11;2;2100105;2021;1;10;5;3;0;1;0;1;0;0;0;0;0;0;799322,2726;5825724,159;13,41043977;52,49932195
209603;11;8;8100206;2021;1;15;4;3;5;2;0;0;1;0;1;0;0;1;800619,7233;5823777,607;13,42773944;52,48116118
209602;11;1;1300733;2021;3;14;5;3;5;7;0;0;1;0;0;0;1;0;797715,3242;5831855,019;13,39232694;52,55515652
209601;11;4;4501153;2021;2;17;3;3;3;6;0;0;1;0;1;0;0;0;793947,3313;5823099,044;13,32917372;52,47871084
209600;11;6;6200313;2021;3;15;3;2;5;2;0;0;1;0;1;0;0;0;795521,518;5818642,475;13,34834061;52,43791112
209599;11;7;7601339;2021;3;14;6;3;1;7;0;1;1;0;0;0;0;0;795703,0615;5815372,17;13,34811285;52,40849669
209598;11;1;1300834;2021;2;17;3;3;3;6;2;0;1;0;0;0;0;1;798050,2594;5830034,201;13,39561856;52,53865216
209597;11;4;4501045;2021;3;12;3;3;5;2;0;0;1;0;0;0;0;0;793965,6766;5824958,647;13,33108328;52,49537143
209596;11;1;1100308;2021;1;10;7;3;6;4;0;0;0;1;0;0;1;1;797320,0459;5829006,478;13,38396439;52,52983874
209595;11;8;8401243;2021;2;13;5;2;1;7;0;0;1;1;0;0;0;1;805596,5032;5817384,082;13,49494808;52,42109664
209594;11;7;7601236;2021;3;11;6;3;5;2;0;0;1;0;0;0;1;0;797200,8724;5817146,337;13,37164322;52,4235896
209593;11;1;1100308;2021;2;19;4;3;9;1;2;0;1;0;0;0;0;0;796755,6826;5829662,651;13,37625512;52,53602814
209592;11;8;8100206;2021;1;13;6;3;0;7;0;0;1;0;1;0;0;0;800345,983;5824271,188;13,42416536;52,48573597
209591;11;8;8401245;2021;3;17;5;3;5;2;2;0;1;0;0;0;1;1;806755,0211;5815623,779;13,51031819;52,40467189
209590;11;4;4300622;2021;1;3;5;3;1;1;2;0;1;0;0;0;1;1;793200,4777;5827266,757;13,32187704;52,51647433
209589;11;6;6100101;2021;3;15;2;3;2;2;0;0;1;0;0;0;0;0;793514,8298;5820648,503;13,32066795;52,45697521
209588;11;1;1100308;2021;2;9;6;3;5;3;0;1;1;0;0;0;0;1;796646,7684;5829048,065;13,37410554;52,53057832
209587;11;1;1100308;2021;2;19;7;3;2;6;2;0;1;0;0;0;0;0;797364,0458;5828955,485;13,38456549;52,52935764
209586;11;11;11200410;2021;1;14;7;3;2;6;0;0;1;0;0;0;1;0;805287,0671;5832070,127;13,50386352;52,55289314
209585;11;7;7601339;2021;1;7;2;3;5;2;1;0;1;0;1;0;0;2;795809,584;5816028,171;13,35025395;52,41431981
209584;11;2;2400521;2021;1;14;3;3;5;3;0;1;1;0;0;0;0;0;801250,9189;5827845,047;13,44068485;52,51727064
209583;11;8;8100417;2021;2;16;6;3;5;2;0;0;1;0;0;0;1;0;802220,1894;5822714,593;13,45027192;52,4707499
209582;11;9;9301227;2021;3;15;2;3;6;7;0;0;1;1;0;0;0;0;815321,4262;5814196,677;13,63448877;52,38701856
209581;11;6;6100102;2021;1;15;3;2;6;7;0;0;1;1;0;0;0;0;793671,634;5820871,042;13,3231648;52,45888596
209580;11;1;1300733;2021;2;9;5;3;5;2;0;1;1;0;0;0;0;1;797120,6405;5831804,709;13,38353622;52,55503029
209579;11;6;6400844;2021;3;10;7;2;0;7;0;1;1;0;0;0;0;0;791813,4028;5821400,172;13,29635601;52,46462501
209578;11;4;4200308;2021;2;13;4;3;2;6;0;0;1;0;0;0;1;0;789842,8267;5827383,917;13,27263657;52,51931954
209577;11;6;6100209;2021;1;18;1;3;1;1;2;0;1;0;0;0;0;1;794108,3437;5821534,73;13,33015852;52,4646008
209576;11;2;2400623;2021;3;15;6;3;5;3;0;1;1;0;0;0;0;1;801240,6865;5827686,87;13,4403913;52,51585852
209575;11;2;2300419;2021;3;15;6;3;0;7;0;0;0;0;0;0;1;0;801517,991;5825996,727;13,44293461;52,50055632
209574;11;2;2300314;2021;3;18;7;3;1;5;2;1;1;0;0;0;0;0;799870,337;5825993,396;13,41873172;52,50143436
209573;11;9;9401534;2021;2;8;7;3;0;1;0;1;0;0;0;0;0;0;811255,8046;5820225,535;13,58054827;52,44337138
209572;11;8;8100521;2021;1;7;5;2;6;4;2;0;0;1;0;1;0;1;803262,118;5822044,124;13,46495474;52,46416314
209571;11;2;2100102;2021;1;19;7;3;5;3;2;0;1;0;0;0;1;0;798213,0041;5826240,701;13,39460988;52,50455939
209570;11;3;3601142;2021;1;9;4;2;0;3;0;0;1;0;0;0;1;1;799198,482;5831108,937;13,41346593;52,5476563
209569;11;8;8200623;2021;2;14;7;3;5;2;0;0;1;0;0;0;0;0;802470,5212;5820710,898;13,45213038;52,45265206
209568;11;4;4300416;2021;3;15;3;3;1;5;0;1;1;0;0;0;0;0;791930,5161;5826202,011;13,30228083;52,50761036
209567;11;3;3200207;2021;1;10;3;3;4;1;0;0;1;0;0;0;0;2;799699,8611;5836405,151;13,42562384;52,59485217
209566;11;10;10200421;2021;2;18;5;3;6;4;2;0;1;1;0;0;0;1;812377,3075;5830961,136;13,60705861;52,53893574
209565;11;3;3601449;2021;2;11;5;3;5;3;0;1;1;0;0;0;0;0;802090,4336;5830587,185;13,45551096;52,54138397
209564;11;8;8401242;2021;1;16;2;3;3;6;1;0;1;0;0;0;0;0;805264,2933;5817240,811;13,48994727;52,41999794
209563;11;2;2300316;2021;3;13;4;3;5;7;0;1;1;0;0;0;0;0;800536,0949;5826318,97;13,42880402;52,50398633
209562;11;9;9200819;2021;1;6;6;3;2;6;2;0;1;0;0;0;0;0;810040,1595;5819480,63;13,56202911;52,43738629
209561;11;2;2400624;2021;1;17;2;3;5;3;2;0;1;0;0;0;1;1;801895,5673;5826858,361;13,44926132;52,50807045
209560;11;12;12100204;2021;1;12;4;3;2;6;0;0;1;0;0;0;0;0;795393,2439;5832477,963;13,35873088;52,56200506
209559;11;7;7400826;2021;2;13;1;3;5;3;0;0;1;0;0;0;1;0;797382,0993;5820513,187;13,3772961;52,45367178
209558;11;10;10100311;2021;3;11;3;3;2;6;0;0;1;0;1;0;0;0;806364,2599;5830200,304;13,51797712;52,5355307
209557;11;4;4501146;2021;3;15;4;3;5;3;0;0;1;0;0;0;0;0;792749,0574;5824123,448;13,31247992;52,48853803
209556;11;10;10100312;2021;2;8;6;3;6;6;0;0;1;1;0;0;0;2;808273,9092;5828852,871;13,54479356;52,52237848
209555;11;1;1300732;2021;2;17;7;3;6;4;1;0;1;1;0;0;0;0;797665,777;5832141,843;13,3918555;52,55775459
209554;11;7;7400927;2021;1;18;4;3;5;2;2;0;1;0;0;0;0;1;798898,8125;5821215,157;13,40017836;52,45913681
209553;11;5;5100316;2021;2;17;3;3;2;6;2;0;1;0;0;0;0;1;784229,702;5828947,789;13,19147217;52,53629614
209552;11;8;8100206;2021;2;20;6;3;2;7;2;0;1;0;0;0;1;2;800692,4819;5823953,032;13,42896582;52,48269351
209551;11;7;7601340;2021;1;19;3;3;6;2;2;0;1;1;0;0;0;1;796152,9256;5815941,042;13,3552103;52,41335311
209550;11;3;3601449;2021;3;14;6;3;5;2;0;1;1;0;0;0;0;0;801903,8822;5830586,546;13,45276798;52,54148164
209549;11;11;11200411;2021;2;17;3;3;5;3;0;0;1;0;0;0;0;0;804821,3438;5831618,87;13,49660153;52,54910961
209548;11;1;1100102;2021;1;20;7;3;2;6;2;0;1;0;0;0;1;1;795192,5654;5827241,793;13,35112726;52,51517596
209547;11;2;2100102;2021;3;7;3;3;2;3;0;0;1;0;0;0;0;0;798336,5494;5825557,555;13,39581267;52,49836832
209546;11;5;5200633;2021;3;5;5;3;8;1;2;0;1;0;0;0;0;1;784049,0086;5827145,393;13,18727533;52,52022985
209545;11;7;7501031;2021;3;9;6;3;2;6;0;0;1;0;0;1;0;1;798964,1505;5819571,116;13,39966548;52,44436432
209544;11;5;5200423;2021;2;16;3;3;5;3;0;0;1;0;0;0;0;1;780871,3005;5828315,856;13,14155397;52,53237115
209543;11;8;8100310;2021;3;16;3;3;6;4;0;0;1;1;0;0;0;0;800376,2112;5825114,548;13,42536935;52,49327871
209542;11;7;7400927;2021;1;17;6;3;5;2;2;0;1;0;0;0;0;1;798897,8786;5821214,877;13,4001644;52,45913481
209541;11;1;1100310;2021;2;10;4;2;1;5;0;1;0;0;0;0;1;0;798924,9066;5828542,692;13,40713512;52,52480391
209540;11;5;5200423;2021;3;21;6;3;1;5;2;0;1;0;0;0;0;0;782047,6924;5828230,094;13,15877799;52,53099467
209539;11;11;11300722;2021;2;11;5;3;5;3;0;0;1;0;0;0;1;0;804248,1591;5828685,778;13,48548918;52,52314203
209538;11;12;12100102;2021;1;20;1;3;5;3;2;0;1;0;0;0;0;1;796291,9816;5833216,793;13,37261029;52,56813954
209537;11;11;11100308;2021;3;18;6;3;2;6;0;0;1;0;0;0;0;0;804656,4447;5833347,173;13,49576341;52,56469164
209536;11;5;5200423;2021;3;12;7;2;6;7;0;0;1;1;0;0;0;1;782001,7686;5828380,451;13,15823034;52,53236661
209535;11;4;4200207;2021;1;15;1;3;4;6;0;1;1;0;0;0;0;0;786790,6643;5825324,945;13,22600342;52,50247322
209534;11;2;2300314;2021;1;6;2;3;6;4;2;0;1;1;0;0;0;1;799855,461;5825832,519;13,41836837;52,50000052
209533;11;10;10200630;2021;2;22;1;3;0;1;2;0;1;0;1;0;0;0;811513,5506;5828657,174;13,59220556;52,51878378
209532;11;4;4501148;2021;3;22;2;3;9;1;2;0;1;0;0;0;0;0;793113,0601;5822994,067;13,31683246;52,47821817
209531;11;6;6100206;2021;1;12;4;3;5;3;0;0;1;0;0;0;0;1;794147,262;5819464,906;13,32890638;52,44602475
